screen_name,friends_count,tweets_count,linkedin,snapchat,instagram,facebook,followers_count,favourites_count,qtyMentions,qtyHashtags,qtyUrls,qtyEmojis,qtyUppercase,profile_pic_gender,age
luucasnico,588,6087,0,0,0,0,518,1202,0.13,0.0,0.04,0.19,1.38,1,18-24
agusfiguere,782,37076,0,0,0,0,1315,7543,0.52,0.03,0.15,0.18,0.57,0,18-24
nicolasmesa93,1351,9653,0,0,0,0,1472,4034,0.09,0.01,0.1,0.13,1.11,2,18-24
valenvelez95,317,2005,0,0,0,0,57,5849,1.13,0.04,0.46,1.17,2.02,0,10-17
jazdistefaano,727,16229,0,0,0,0,971,3173,0.65,0.0,0.05,0.3,3.07,0,10-17
spastrana_01,118,209,0,0,0,0,48,285,0.33,0.0,0.17,0.16,2.53,0,10-17
sistimartin,220,12033,0,0,0,0,319,4162,0.29,0.0,0.02,0.08,1.72,0,18-24
daniimndez1,82,577,0,0,0,0,49,1062,0.18,0.0,0.38,1.21,2.54,2,18-24
belenmansur,71,147,0,0,0,0,30,20,0.05,0.08,0.06,0.35,1.2,0,18-24
milulaarroquy,407,35375,0,0,0,0,703,6730,0.25,0.03,0.09,1.62,1.58,2,18-24
luuli_espeche15,692,2010,0,0,0,0,267,820,0.24,0.01,0.1,1.28,3.57,2,10-17
fran_sacco,147,563,0,0,0,0,236,489,0.28,0.02,0.03,1.08,1.78,1,25-34
lariramirez4,904,10361,0,0,0,0,1279,8228,0.23,0.0,0.1,1.47,1.94,0,10-17
juampps,378,6822,0,0,0,0,641,1145,0.24,0.02,0.06,0.3,1.01,0,10-17
abybeautyexpert,965,29,0,0,0,0,255,31,0.04,0.46,0.35,2.0,7.08,0,10-17
javyyvarela,19503,54283,0,0,0,0,17731,16413,0.14,0.2,0.03,1.3,3.88,0,18-24
iaanerik,360,15633,0,0,0,0,401,4300,0.32,0.04,0.04,0.15,2.34,1,18-24
santiimontielok,28,49,0,0,0,0,8,44,0.5,0.5,0.0,2.5,1.78,0,10-17
bautiperezz1899,156,772,0,0,0,0,52,161,0.1,0.0,0.07,0.18,1.62,1,10-17
caciquepaiva09,234,2940,0,0,0,0,593,2859,0.11,0.02,0.02,0.21,3.13,0,18-24
carboneraa1891,897,32274,0,0,0,0,1046,18482,0.05,0.0,0.01,0.13,1.05,0,18-24
gustavoanselmi1,941,5956,0,0,0,0,275,2591,0.05,0.01,0.9,0.01,4.16,0,35-49
gfran93,548,2390,0,0,0,0,428,235,0.52,0.08,0.07,0.02,1.6,0,18-24
braiant93432642,154,8,0,0,0,0,8,50,0.4,0.0,0.0,0.6,1.2,1,10-17
lu_leg_,662,16007,0,0,0,0,1232,10913,0.29,0.0,0.23,0.15,0.59,2,10-17
lajoya14,2058,14456,0,0,0,0,3176,1043,0.72,0.26,0.19,0.05,2.87,1,25-34
anarivas_35,666,2117,0,0,0,0,551,3755,0.42,0.01,0.16,2.07,2.36,2,10-17
liberluna,852,1375,0,0,0,0,965,1493,0.45,0.08,0.48,0.11,3.84,0,18-24
mapriconfcalsa,49,106,0,0,0,0,12,484,0.1,1.76,0.97,0.37,5.41,0,35-49
cayuyulii,2903,6962,0,0,0,0,1378,2293,0.17,0.01,0.12,1.09,1.61,2,18-24
jennyabigail7,3357,41362,0,0,0,0,1569,39730,0.77,0.62,0.69,8.38,15.15,2,18-24
brmvcc,612,3174,0,0,0,0,205,1095,0.74,0.51,0.28,0.02,2.75,0,25-34
luzzcoficial1,13,21,0,0,0,0,0,73,1.0,0.21,0.21,0.14,6.36,1,10-17
robertdelcap,430,13755,0,0,0,0,440,15469,0.29,0.08,0.21,1.05,3.18,1,18-24
nahubacigaluppi,1469,7424,0,0,0,0,1544,6138,1.84,0.85,0.15,0.46,4.95,0,10-17
joseerosaa,232,16543,0,0,0,0,400,3923,0.11,0.01,0.13,0.96,2.26,2,18-24
alan_corrarello,1388,17437,0,0,0,0,1138,13893,0.36,0.0,0.1,0.34,2.28,1,18-24
ludtaborda,348,2600,0,0,0,0,170,313,0.27,0.19,0.02,0.43,1.59,2,25-34
agusalonso9,2358,47936,0,0,0,0,2170,13915,0.26,0.02,0.11,0.22,1.97,2,18-24
macakroneberger,655,22618,0,0,0,0,698,7193,0.35,0.01,0.09,0.56,1.41,2,18-24
elioseba,567,12259,0,0,0,0,787,3186,0.06,0.01,0.05,0.21,5.8,1,18-24
carrettonilucho,668,27402,0,0,0,0,737,11617,0.47,0.01,0.05,0.08,1.96,0,18-24
julianaorellano,901,98047,0,0,0,0,2182,14801,0.47,0.01,0.03,0.92,4.67,0,18-24
totozaracho,848,219,0,0,0,0,116,761,0.5,0.19,0.35,0.61,3.17,0,25-34
joaking_ok,361,106,0,0,0,0,46,52,0.0,0.0,0.0,1.73,2.42,1,10-17
eveforteeve,179,778,0,0,0,0,138,3257,1.02,0.09,0.08,0.6,3.77,0,18-24
naniolivera1,309,3430,0,0,0,0,642,1667,0.14,0.0,0.09,1.0,1.08,2,18-24
stradaagustin,650,14717,0,0,0,0,875,2949,0.16,0.0,0.1,0.24,0.86,0,18-24
miliicar_26,776,2619,0,0,0,0,692,1652,0.03,0.23,0.15,0.97,3.04,2,18-24
thiagobarriosrp,764,11366,0,0,0,0,1010,3705,0.05,0.09,0.28,1.08,1.55,0,10-17
rooborges16,198,20746,0,0,0,0,707,277,0.15,0.04,0.04,0.17,2.07,2,18-24
mikaa_mozzillo,813,61385,0,0,0,0,1586,8928,0.03,0.0,0.01,1.09,2.28,0,10-17
alexissalleok,4947,181212,0,0,0,0,1869,44319,0.65,0.0,1.0,0.04,4.09,1,18-24
marinoni22,117,4627,0,0,0,0,166,1047,0.27,0.09,0.01,0.01,1.43,0,18-24
gustavogon1998,270,13024,0,0,0,0,192,7648,0.29,0.02,0.18,0.04,2.43,0,18-24
paonesti,190,12570,0,0,0,0,2645,5270,0.13,0.02,0.13,0.17,2.23,0,18-24
lubirenc,214,13514,0,0,0,0,312,7980,0.38,0.0,0.08,0.19,3.33,0,18-24
gimenatb,156,1565,0,0,0,0,181,361,0.37,0.13,0.06,0.56,4.42,2,18-24
orellanojuliana,442,51,0,0,0,0,11,249,2.01,0.14,0.0,0.91,1.34,2,18-24
jonisuarez,988,9804,0,0,0,0,341,2711,0.42,0.05,0.2,0.08,2.59,0,25-34
rocioloscalzo,1648,84,0,0,0,0,592,42,0.32,0.09,0.0,0.03,0.65,2,18-24
blaasgomez,507,24452,0,0,0,0,950,1978,0.09,0.01,0.02,0.33,3.03,1,18-24
gomez19_sophie,750,44085,0,0,0,0,826,10254,0.2,0.0,0.18,0.13,4.58,2,18-24
alvarezfiorelaa,563,20092,0,0,0,0,610,2055,0.29,0.06,0.09,0.53,2.17,2,18-24
cruuuz_emi,1438,21884,0,0,0,0,1805,5864,0.13,0.18,0.04,1.6,4.13,1,18-24
jes_lubrano,661,657,0,0,0,0,609,1641,1.6,0.1,0.36,0.28,3.13,2,25-34
julieta1252,1140,29675,0,0,0,0,1140,9433,0.14,0.0,0.02,0.8,1.27,2,18-24
nacho_real_11,805,25185,0,0,0,0,735,4927,0.42,0.01,0.11,1.22,1.79,0,18-24
santtimartinez5,85,119,0,0,0,0,1969,152,0.75,0.04,0.13,2.55,3.46,2,25-34
richard_cuelho,806,4541,0,0,0,0,252,3086,0.5,0.89,0.17,0.4,3.93,0,25-34
mauro_pavesse,462,31882,0,0,0,0,664,16310,0.36,0.02,0.23,1.37,2.24,0,10-17
lularossi98,539,613,0,0,0,0,152,2976,0.24,0.21,0.17,1.58,3.52,2,10-17
patricionavarr0,2504,6222,0,0,0,0,1405,1868,0.11,0.02,0.15,1.31,2.25,1,18-24
yorugua16,1548,4774,0,0,0,0,801,1664,0.74,0.12,0.22,0.07,2.89,1,18-24
pasu97,456,22726,0,0,0,0,541,7295,0.46,0.0,0.02,0.46,1.11,1,18-24
florenciapolero,193,16032,0,0,0,0,292,2734,0.06,0.0,0.1,0.5,1.21,2,18-24
ezetesta13,682,16743,0,0,0,0,311,2714,0.41,0.1,0.12,0.18,3.73,1,18-24
emiiyane,149,135,0,0,0,0,37,93,0.1,0.18,0.62,2.0,2.66,0,25-34
jeither01,270,1223,0,0,0,0,273,1958,0.45,0.5,0.28,0.3,4.32,1,18-24
gabriel_218,1204,16378,0,0,0,0,326,14502,0.81,0.12,0.15,0.06,1.89,1,25-34
naiaramallo,529,8062,0,0,0,0,200,1801,0.17,0.03,0.21,1.71,2.78,0,25-34
eveehanahi,1511,45905,0,0,0,0,2638,23713,0.21,0.0,0.06,1.18,1.58,2,18-24
daysanabria96,421,3133,0,0,0,0,711,1137,0.55,0.03,0.04,0.35,3.32,2,10-17
sebastianfest,3275,11832,0,0,0,0,7815,4649,1.57,0.68,0.47,0.03,2.54,0,18-24
08brunook,1285,53485,0,0,0,0,1354,19779,0.5,0.15,0.14,1.61,2.25,1,18-24
nico_raffo,62332,38730,0,0,0,0,74428,19753,1.02,0.23,0.22,0.1,10.47,1,25-34
ordonezrj,394,7313,0,0,0,0,147,5016,1.3,0.01,0.18,0.01,5.95,1,25-34
valentinnn_gg,168,14715,0,0,0,0,468,3008,0.09,0.0,0.11,0.25,1.05,0,18-24
guilleceentral,3166,9985,0,0,0,0,1905,6014,0.08,0.05,0.07,0.75,2.09,0,18-24
rbeleenn,786,19024,0,0,0,0,592,11175,0.28,0.06,0.18,0.7,3.36,2,18-24
fiammarusso,90,248,0,0,0,0,64,382,0.18,0.07,0.11,2.38,3.2,2,18-24
josefinamonsa,445,10939,0,0,0,0,525,5180,0.16,0.0,0.04,0.25,1.41,2,18-24
carorossio1,416,14375,0,0,0,0,471,2892,0.37,0.01,0.04,0.57,2.12,2,18-24
wolfhardbebito,157,1225,0,0,0,0,74,657,0.55,0.12,0.18,0.89,8.49,0,10-17
minoriahardcore,2452,2310,0,0,0,0,1181,593,0.15,0.19,0.74,0.24,22.61,0,25-34
abruuledesma,210,18572,0,0,0,0,357,2570,0.09,0.0,0.04,0.66,1.72,2,10-17
camilalucchetti,924,20440,0,0,0,0,1406,2116,0.16,0.0,0.04,0.56,1.17,2,18-24
leanelprooyt,30,40,0,0,0,0,10,144,0.63,0.0,0.5,0.19,12.25,1,10-17
morelliguido_,66,12646,0,0,0,0,10222,62862,0.29,0.01,0.18,0.16,2.33,1,18-24
naturalfotoar,44,242,0,0,0,0,44,204,0.21,3.29,0.75,0.08,2.6,0,10-17
tinch0o,1046,3858,0,0,0,0,1265,4856,0.17,0.31,0.23,0.4,2.97,1,18-24
feldikpame,663,10706,0,0,0,0,736,8432,0.25,0.0,0.06,0.19,2.4,0,18-24
lupecarola,509,52840,0,0,0,0,785,11808,0.15,0.0,0.03,0.46,1.23,0,18-24
lucasgallasina,716,22996,0,0,0,0,374,17118,0.38,0.12,0.2,1.37,3.41,0,18-24
fatima_ro13,2083,3975,0,0,0,0,854,4762,0.06,0.13,0.44,1.95,3.29,2,18-24
meluu58,254,4605,0,0,0,0,237,1657,0.57,0.51,0.18,1.45,5.94,1,10-17
aylengarialde,239,12059,0,0,0,0,448,10506,0.22,0.0,0.15,1.13,1.74,1,10-17
silvinaduck,183,39941,0,0,0,0,856,13876,0.03,0.03,0.07,1.2,1.19,2,18-24
lulipalomeque1,50,208,0,0,0,0,52,941,0.57,0.3,0.16,0.89,3.67,0,10-17
lujisard,265,5542,0,0,0,0,462,6147,0.33,0.01,0.07,1.18,2.05,0,10-17
lucasclemente88,2182,15909,0,0,0,0,1345,2659,0.01,0.01,0.15,0.4,1.56,1,10-17
pinedatatiana95,1039,10772,0,0,0,0,707,2022,0.23,0.0,0.03,0.54,1.31,0,18-24
manulavallen,704,46381,0,0,0,0,903,4537,0.22,0.01,0.03,0.71,1.7,0,10-17
eliasro09,348,105499,0,0,0,0,1621,5329,0.13,0.0,0.03,0.41,1.62,1,18-24
catiia_gomezz,1001,69254,0,0,0,0,1269,4806,0.07,0.0,0.05,0.45,1.13,0,10-17
matiaspguzzo,46,948,0,0,0,0,18,56,0.04,0.09,0.74,0.07,2.97,0,25-34
psochan1,1576,11943,0,0,0,0,1411,7376,0.14,0.0,0.03,1.23,1.09,2,18-24
maarlendepetri,635,21115,0,0,0,0,1639,16953,0.21,0.01,0.03,0.48,1.65,0,25-34
pityporcel,544,8560,0,0,0,0,647,1547,0.1,0.0,0.02,1.67,3.78,2,10-17
maleerok,246,5732,0,0,0,0,251,7295,0.48,0.01,0.17,0.7,1.43,0,18-24
quintanaili,159,728,0,0,0,0,65,135,0.14,0.0,0.1,0.35,1.89,0,10-17
rossicamiiii,435,6886,0,0,0,0,327,3643,0.33,0.0,0.1,0.21,1.68,0,18-24
jazminalaimo,56,1874,0,0,0,0,59,1244,0.26,0.01,0.0,0.47,1.28,2,18-24
azul_cabrera,430,35721,0,0,0,0,626,4203,0.33,0.0,0.12,0.4,2.99,2,18-24
marudelutis,2401,45867,0,0,0,0,3118,1289,0.09,0.01,0.18,0.43,1.71,0,10-17
gambaargentina,4994,6666,0,0,0,0,4143,72181,0.92,0.62,0.18,0.08,8.9,0,18-24
magaolalde1,263,21566,0,0,0,0,441,365,0.22,0.0,0.01,1.22,2.17,2,18-24
agusvidalok,575,9208,0,0,0,0,875,4864,0.57,0.02,0.1,0.76,2.0,1,18-24
abricabrera69,497,10666,0,0,0,0,658,579,0.01,0.0,0.07,0.17,0.95,2,10-17
romii_rodrilu,228,3295,0,0,0,0,158,2565,0.13,0.0,0.11,0.85,1.83,2,10-17
maluquinteirook,488,15299,0,0,0,0,502,976,0.06,0.0,0.13,0.91,1.38,2,18-24
carlaalvarez28,839,28573,0,0,0,0,1042,1196,0.29,0.02,0.03,0.51,2.11,0,18-24
roosii99,118,14462,0,0,0,0,1205,4464,0.07,0.04,0.06,2.49,1.64,0,18-24
micaelitae,251,39315,0,0,0,0,399,2368,0.16,0.01,0.19,1.14,2.45,0,18-24
navy_tincho,2086,1661,0,0,0,0,259,13954,0.66,0.4,0.15,1.4,3.62,0,18-24
marti_barneda,613,23459,0,0,0,0,827,13872,0.32,0.0,0.07,0.85,1.82,1,10-17
brianbentancor5,225,3004,0,0,0,0,105,3776,0.4,0.03,0.06,1.03,2.63,1,18-24
jessicalema11,774,736,0,0,0,0,1083,2264,0.78,0.28,0.02,1.73,2.55,0,10-17
florenciamauser,1106,56933,0,0,0,0,1693,28414,0.25,0.01,0.13,1.04,2.17,0,18-24
romiiacosta97,1265,20431,0,0,0,0,1499,3949,0.07,0.02,0.08,0.73,1.5,2,18-24
fgd_98,922,2177,0,0,0,0,774,386,0.21,0.04,0.01,0.3,1.08,1,18-24
jvpf17,1932,13494,0,0,0,0,1027,8877,1.46,0.44,0.19,0.6,2.51,2,18-24
trinicorbetto,149,22126,0,0,0,0,697,5702,0.32,0.01,0.05,1.47,2.46,0,18-24
paovillarpando,141,2395,0,0,0,0,67,1394,0.19,0.05,0.06,1.54,1.93,1,18-24
davidveracai,650,2686,0,0,0,0,113,33,0.03,0.01,0.03,0.09,1.37,1,25-34
rofeldik,4949,23243,0,0,0,0,4120,23291,0.07,0.0,0.01,0.12,1.41,2,18-24
sebalm12,804,1677,0,0,0,0,641,4230,0.31,0.09,0.04,1.05,1.43,0,18-24
delfiiarballook,314,224,0,0,0,0,70,11,0.03,0.04,0.24,0.63,4.26,2,10-17
gourmetkalimnos,526,57,0,0,0,0,55,15,0.83,1.85,0.54,1.02,5.36,0,18-24
fedecaetano_1,794,20523,0,0,0,0,984,12013,0.5,0.03,0.08,0.26,2.62,1,18-24
netlabsuy,131,52,0,0,0,0,56,37,0.61,1.22,0.56,0.67,3.94,0,18-24
mathiasdiazok,405,34281,0,0,0,0,670,7451,0.67,0.02,0.05,0.95,1.29,1,18-24
hillegassah,1169,18593,0,0,0,0,1360,15262,0.49,0.01,0.05,0.48,1.17,0,18-24
pablo_ezeequiel,96,1790,0,0,0,0,47,163,0.05,0.06,0.06,0.87,1.66,1,18-24
jossebrandoni9,655,16059,0,0,0,0,914,6738,0.21,0.01,0.05,0.94,1.21,1,10-17
alexisgabriel_s,1466,108,0,0,0,0,120,68,0.02,0.26,0.53,0.09,4.23,1,18-24
aleberiso,250,13243,0,0,0,0,297,1884,0.19,0.01,0.07,0.1,6.74,1,18-24
juliroldan_,551,20585,0,0,0,0,367,9993,0.19,0.0,0.09,0.54,1.97,0,10-17
ultraseptimus,707,7226,0,0,0,0,211,539,1.32,0.05,0.02,0.01,5.82,0,35-49
luzaranda00,239,5465,0,0,0,0,368,636,0.1,0.01,0.08,1.17,1.52,0,18-24
fede_canepa79,611,21012,0,0,0,0,829,1448,0.13,0.0,0.01,0.82,1.1,1,18-24
santiagocalerok,945,16523,0,0,0,0,1015,2906,0.23,0.12,0.28,0.87,2.78,0,25-34
faquh_xeneize,861,8565,0,0,0,0,276,5624,0.28,0.09,0.17,0.05,3.03,0,10-17
breen_schofer,696,5546,0,0,0,0,584,11021,0.1,0.1,0.05,0.56,2.98,0,10-17
juan_bagnasco,316,32172,0,0,0,0,327,4030,0.21,0.01,0.19,0.03,6.01,1,10-17
jjoacosala_2_5,132,340,0,0,0,0,10,440,1.77,0.04,0.02,0.21,1.95,2,10-17
flor_belieber5,2536,55184,0,0,0,0,2225,20044,0.11,0.24,0.15,0.33,8.45,1,10-17
franco98silva,344,7427,0,0,0,0,221,6247,0.9,0.47,0.11,0.77,4.73,0,18-24
matias11ce,450,4965,0,0,0,0,883,1058,0.23,0.0,0.07,0.55,1.24,1,10-17
lhraste,329,190,0,0,0,0,271,558,2.19,1.75,0.15,0.26,6.59,2,10-17
analiaf2014,2542,229,0,0,0,0,638,1740,0.17,0.01,0.05,0.75,1.67,0,10-17
rociovecino_19,794,18460,0,0,0,0,1054,1576,0.09,0.01,0.09,1.48,1.72,1,18-24
estudiosvet,59,200,0,0,0,0,104,145,1.34,1.33,0.38,0.16,6.79,0,10-17
matiasgaray_17,162,7363,0,0,0,0,249,3484,0.51,0.08,0.23,0.49,2.29,1,25-34
tamicionofrino,261,13289,0,0,0,0,701,1611,0.26,0.03,0.01,0.71,1.46,0,18-24
guzmanpaz99,71,88209,0,0,0,0,879,5247,0.09,0.02,0.04,0.36,1.63,1,18-24
fedelarralde,352,12098,0,0,0,0,347,1186,0.54,0.46,0.24,0.24,2.52,1,25-34
ariel_voyager,153,449,0,0,0,0,33,188,0.04,0.01,0.04,0.28,1.51,1,18-24
miqqaelamicaela,673,25401,0,0,0,0,766,3456,0.13,0.01,0.04,1.68,1.08,2,18-24
10iriondo,893,43294,0,0,0,0,1220,15353,0.22,0.0,0.04,0.16,1.11,0,10-17
nubifernandez,758,25480,0,0,0,0,465,4093,0.31,0.01,0.17,0.35,1.88,2,18-24
andresabc80,1082,93,0,0,0,0,208,954,0.6,3.62,0.76,0.11,3.96,0,35-49
dunkaperra,126,6261,0,0,0,0,139,11078,1.47,0.02,0.0,0.89,2.67,2,35-49
soofividelaa,487,17553,0,0,0,0,609,7105,0.16,0.0,0.06,0.44,4.16,2,10-17
sebagarate_,409,7058,0,0,0,0,634,2546,0.22,0.0,0.01,0.21,1.02,1,10-17
maxirios99,2583,6828,0,0,0,0,2795,190,0.05,0.04,0.37,0.48,2.82,0,10-17
rodriibaez8,290,2276,0,0,0,0,235,1495,0.1,0.01,0.0,1.42,1.4,1,10-17
macaaabel,887,9687,0,0,0,0,435,4349,0.23,0.01,0.02,1.33,2.81,2,10-17
al3xm4cie1,89,1635,0,0,0,0,118,2314,0.42,0.04,0.13,1.13,3.56,1,18-24
adrialba97,662,11426,0,0,0,0,710,1249,0.13,0.14,0.06,0.79,1.54,0,18-24
lfechegaray,749,4422,0,0,0,0,2005,1448,0.88,0.18,0.02,0.12,5.81,1,35-49
pettytaberner,408,16015,0,0,0,0,586,2092,0.24,0.01,0.02,0.27,4.49,1,18-24
marquitoxponce,324,16809,0,0,0,0,319,11136,0.47,0.0,0.04,0.13,2.14,0,18-24
learojitaaaaa,161,4244,0,0,0,0,393,940,0.12,0.05,0.07,0.23,2.13,1,18-24
andisilva25,194,1866,0,0,0,0,177,1841,0.31,0.05,0.12,0.88,1.85,0,18-24
horaciodesauce,82,268,0,0,0,0,72,260,0.49,0.0,0.23,0.12,4.58,1,50-xx
santifariasok,184,3738,0,0,0,0,286,2201,0.11,0.0,0.02,1.07,1.5,0,10-17
marmira95528549,119,545,0,0,0,0,36,484,0.09,0.08,0.04,1.15,2.45,0,10-17
fabiripoll,1163,4625,0,0,0,0,646,1543,0.61,0.07,0.44,0.06,4.02,1,18-24
carolinariver_,965,38431,0,0,0,0,1458,12759,0.12,0.01,0.05,0.54,2.06,0,18-24
javiercarrizo2,8023,119128,0,0,0,0,7496,12,0.87,0.01,0.76,0.02,2.67,0,25-34
sariskl,1723,72902,0,0,0,0,6651,22738,0.27,0.01,0.03,0.45,3.87,0,18-24
sosafranco16,108,946,0,0,0,0,116,572,0.17,0.0,0.04,0.41,0.97,0,18-24
sfourcade14,612,72085,0,0,0,0,960,3199,0.68,0.02,0.11,0.26,3.42,0,18-24
yoiikamlofsky,465,25730,0,0,0,0,699,9245,0.13,0.02,0.11,0.92,1.52,2,18-24
chrispysny,487,41315,0,0,0,0,647,6414,0.19,0.0,0.26,0.28,2.12,1,18-24
mbarrangu,78,42,0,0,0,0,1,50,0.57,0.17,0.14,0.06,3.37,0,18-24
mawakd,2672,55493,0,0,0,0,2867,22568,0.45,0.01,0.12,0.13,3.37,1,18-24
ayeschenfelt,207,2001,0,0,0,0,272,416,0.39,0.05,0.01,0.16,1.69,0,18-24
meliigonzzz,1982,75466,0,0,0,0,2837,16131,0.21,0.01,0.09,0.7,2.08,2,18-24
romiosenda,375,401,0,0,0,0,110,360,0.38,0.11,0.31,0.7,2.05,0,25-34
joaco_romillo,570,6777,0,0,0,0,848,5215,0.1,0.0,0.08,0.25,1.04,0,18-24
lucasattadio123,922,23772,0,0,0,0,885,1099,0.03,0.01,0.01,0.83,1.87,1,10-17
baigotadrian,506,21022,0,0,0,0,1084,6811,0.57,0.04,0.39,0.54,11.19,0,18-24
rafaeladaniela6,152,18,0,0,0,0,25,400,0.08,0.0,0.0,0.23,2.54,0,10-17
_anitaquiroga,3717,55043,0,0,0,0,4363,19617,0.26,0.0,0.14,0.23,4.37,0,18-24
guillesensini,314,29606,0,0,0,0,484,1635,0.17,0.02,0.04,0.23,1.45,2,18-24
nahuelsantorook,155,26971,0,0,0,0,645,7438,0.29,0.23,0.26,0.64,2.3,0,18-24
sanguinettij,1038,1172,0,0,0,0,770,499,0.75,0.01,0.24,0.02,9.42,1,18-24
aldanagonzalezb,541,25456,0,0,0,0,598,6694,0.15,0.01,0.1,0.97,1.66,2,18-24
camilocampero_,448,7348,0,0,0,0,461,4600,0.22,0.05,0.1,0.43,4.15,1,18-24
eechaguee,1857,15449,0,0,0,0,1652,1421,0.12,0.26,0.41,0.46,1.93,0,18-24
barbicaparros,225,14598,0,0,0,0,358,2569,0.07,0.04,0.04,0.24,2.79,2,18-24
dalilatrotti,384,7821,0,0,0,0,615,3506,0.33,0.0,0.21,0.58,2.2,0,18-24
cordemaca,85,2199,0,0,0,0,87,1726,0.39,0.0,0.04,0.99,1.23,1,10-17
fabih10,1715,16709,0,0,0,0,1658,4805,0.4,1.23,0.66,0.74,5.83,2,18-24
claudiolpez11,1016,13309,0,0,0,0,944,4837,0.04,0.0,0.02,0.52,1.3,1,18-24
alaanpedraza,153,2832,0,0,0,0,182,847,0.24,0.15,0.01,0.35,1.47,1,18-24
capdevila2000,675,771,0,0,0,0,143,250,0.07,0.04,0.02,1.76,2.04,2,10-17
diegong7,858,64123,0,0,0,0,1064,89,0.24,0.07,0.34,0.07,2.53,1,18-24
stellamariss22,36,895,0,0,0,0,35,1394,2.34,0.0,0.0,7.48,38.66,2,35-49
_garii__,1106,68315,0,0,0,0,1305,21102,0.2,0.0,0.05,0.29,4.28,2,10-17
coloauteri97,515,63050,0,0,0,0,834,2633,0.22,0.0,0.0,0.25,1.11,2,18-24
julietagomila,797,16592,0,0,0,0,860,15442,0.21,0.01,0.09,0.23,1.03,0,18-24
aguskazt,87,217,0,0,0,0,49,742,0.67,0.07,0.07,0.18,4.52,0,18-24
mbritos1960,68,666,0,0,0,0,59,422,1.2,0.06,0.2,0.01,2.11,1,25-34
victoriagalello,437,7855,0,0,0,0,475,1496,0.42,0.16,0.15,2.58,4.35,0,18-24
joacoodelcampo,180,4470,0,0,0,0,220,3620,0.39,0.01,0.22,0.73,2.26,0,10-17
haydeefachelli,46,35,0,0,0,0,25,64,1.44,0.0,0.22,0.0,4.94,0,25-34
francoarroyo6,608,16935,0,0,0,0,707,4234,0.38,0.01,0.22,0.12,1.94,1,18-24
claulpez19,1014,13328,0,0,0,0,944,4844,0.04,0.0,0.02,0.48,1.27,1,18-24
paovillalba19,533,10617,0,0,0,0,719,4844,0.17,0.02,0.08,0.83,1.83,2,18-24
diego_acevedo1,407,5267,0,0,0,0,594,392,0.16,0.2,0.09,0.45,4.15,1,18-24
juampipak,707,8136,0,0,0,0,882,6179,0.87,0.01,0.11,0.24,1.96,1,18-24
ignaciocrespo97,342,28015,0,0,0,0,525,4111,0.53,0.0,0.05,0.01,2.09,1,18-24
thaliguiniazu,454,94021,0,0,0,0,1305,1428,0.2,0.0,0.0,0.91,1.37,2,18-24
laurazalazar3,435,6146,0,0,0,0,315,2867,0.12,0.0,0.04,2.6,2.04,2,18-24
florvmipride,65,36977,0,0,0,0,717,15525,1.76,0.15,0.06,1.27,11.97,2,18-24
emi_difabio,319,12685,0,0,0,0,1027,6053,0.17,0.1,0.06,0.61,3.02,0,18-24
cxfxo,1439,12069,0,0,0,0,427,5761,0.43,0.68,0.12,0.22,3.91,2,25-34
ayllonmiguel,509,15078,0,0,0,0,698,5053,0.07,0.01,0.0,1.22,1.79,1,18-24
katiibent,511,2680,0,0,0,0,542,2078,0.27,0.03,0.08,0.38,1.26,2,18-24
fariasxiomara1,470,9085,0,0,0,0,300,8145,0.76,0.03,0.14,0.16,8.78,2,18-24
julidemarco1,656,34216,0,0,0,0,1390,25558,1.23,0.01,0.08,0.22,1.38,0,18-24
niicosiilvaa,1127,30747,0,0,0,0,1618,10461,0.4,0.0,0.15,0.14,1.87,0,18-24
agusquirozgauna,1244,17843,0,0,0,0,1223,8095,0.16,0.01,0.12,0.8,1.92,2,10-17
anayfranco2015,56,90,0,0,0,0,4,52,0.18,0.37,0.43,2.37,9.88,2,18-24
_micachirinoo,350,34094,0,0,0,0,404,17130,0.23,0.03,0.29,0.92,2.72,2,18-24
francocabj32,331,38167,0,0,0,0,433,7170,0.37,0.01,0.01,0.23,1.46,0,18-24
aldiibogado1,1136,33883,0,0,0,0,1519,5218,0.16,0.0,0.02,0.36,1.01,2,18-24
facuduarte1902,217,1838,0,0,0,0,247,386,0.17,0.03,0.13,0.58,3.0,0,10-17
orianamanfredo,1065,21425,0,0,0,0,996,4103,0.27,0.01,0.01,0.64,1.52,2,18-24
cammiali,191,7863,0,0,0,0,465,203,0.1,0.16,0.1,1.23,1.75,1,18-24
totomayora,468,33366,0,0,0,0,713,4499,0.3,0.0,0.06,0.26,1.42,1,18-24
noepeque16,335,6342,0,0,0,0,376,5513,1.05,0.88,0.1,1.84,7.68,0,18-24
ffjorgeramirez,369,452,0,0,0,0,157,526,0.15,0.87,0.77,0.04,10.21,1,35-49
caamitrezza,458,9306,0,0,0,0,720,4852,0.12,0.0,0.21,0.31,2.04,0,18-24
victoriabritos8,308,1522,0,0,0,0,61,3951,0.52,0.75,0.11,0.83,4.82,2,10-17
eliascarranz,309,6964,0,0,0,0,364,5632,0.26,0.01,0.03,1.36,1.31,1,10-17
nicolasedlp01,403,21579,0,0,0,0,391,8550,0.04,0.0,0.05,0.44,0.67,0,10-17
