screen_name,friends_count,tweets_count,linkedin,snapchat,instagram,facebook,followers_count,favourites_count,qtyMentions,qtyHashtags,qtyUrls,qtyEmojis,profile_pic_gender,age
maluquinteirook,488,15299,False,False,True,False,502,976,0.06,0.0,0.13,0.92,2,18-24
nico_lopez0,118,294,False,False,False,False,94,150,0.4,0.02,0.27,0.14,1,10-17
joagonzalezf97,658,1761,False,False,False,False,343,709,0.21,0.47,0.04,0.58,0,18-24
jossebrandoni9,655,16059,False,True,False,False,914,6738,0.21,0.01,0.05,0.95,1,10-17
lariramirez4,904,10361,False,False,False,False,1279,8228,0.23,0.0,0.1,1.47,0,10-17
dorregocaro,402,20216,False,False,False,True,1046,1437,0.02,0.0,0.13,0.34,0,10-17
manulavallen,704,46381,False,False,False,False,903,4537,0.22,0.01,0.03,0.71,0,10-17
cordemaca,85,2199,False,True,False,False,87,1726,0.39,0.01,0.11,0.99,1,10-17
rooborges16,198,20746,False,False,True,False,707,277,0.15,0.04,0.04,0.17,2,18-24
belicornio1998,1310,9624,False,False,False,False,937,10547,1.04,0.06,0.04,1.04,2,18-24
melisafreiria,1681,7026,False,False,False,False,914,6742,0.97,0.33,0.21,0.23,2,18-24
nahuelgabrielra,767,10150,False,False,False,False,1015,3687,0.55,0.0,0.11,0.19,0,18-24
fedelarralde,352,12098,False,False,False,False,347,1186,0.54,0.46,0.24,0.25,1,25-34
gerklps,562,34078,False,True,True,False,360,9598,0.34,0.01,0.17,0.06,1,18-24
el_patoherrera,401,22606,False,False,False,False,562,5404,0.19,0.01,0.07,0.08,1,18-24
toni_pre,423,2088,False,False,False,False,119,122,1.32,0.01,0.01,0.04,0,35-49
mabelbullon,123,502,False,False,False,False,121,7,0.61,0.28,0.94,0.11,2,35-49
alexissalleok,4947,181212,False,False,False,True,1869,44319,0.65,0.0,1.0,0.06,1,18-24
rodrigueeez666,763,79221,False,False,False,False,1063,20032,0.01,0.0,0.03,0.23,1,18-24
richardcv23,73,432,False,False,False,False,698,168,0.67,0.01,0.15,0.03,1,35-49
lucia_villar,321,19987,False,False,False,False,512,7883,0.54,0.04,0.03,0.62,2,25-34
petezin,6417,46977,False,False,False,False,42553,8431,1.2,0.56,0.53,0.22,2,25-34
marti_barneda,613,23459,False,False,False,False,827,13872,0.32,0.0,0.07,0.86,1,10-17
cesarpiqueras,226,18136,False,False,False,False,13207,7096,0.18,0.89,0.47,0.37,1,35-49
eliasro09,348,105499,False,False,False,False,1621,5329,0.13,0.0,0.03,0.41,1,18-24
yulijusto13,1356,92246,False,True,False,False,3246,201619,0.08,0.0,0.53,0.26,2,10-17
camilostuber,33,3104,False,False,False,False,192,763,0.13,0.01,0.02,0.48,0,10-17
ludmi39752945,129,135,False,False,True,False,127,82,0.0,0.0,0.0,1.0,0,10-17
federicottero,372,5221,False,False,False,True,236,427,0.08,0.01,0.06,0.82,1,18-24
naniolivera1,309,3430,False,False,False,False,642,1667,0.14,0.0,0.09,1.0,2,18-24
carmengelices,604,1346,True,False,False,False,327,134,0.52,0.3,0.47,0.15,2,35-49
aguusalvarez12,553,53484,False,True,True,False,748,4389,0.14,0.01,0.07,0.53,0,18-24
daniimndez1,82,577,False,False,False,False,49,1062,0.18,0.0,0.38,1.21,2,18-24
elenavama,85,1050,False,False,False,False,72,148,0.25,1.02,0.61,0.41,0,18-24
nagodelos,937,4929,False,False,False,False,5648,1345,1.43,0.77,0.51,0.31,2,35-49
isanseba,640,37610,False,False,True,False,108664,4386,1.42,0.04,0.21,0.38,2,50-64
marsitavidal,306,47990,False,False,True,False,512,26380,0.25,0.03,0.21,0.93,2,18-24
_brisa17abigail,491,7085,False,False,False,False,403,12053,0.14,0.02,0.09,0.49,0,10-17
clementealvarez,1181,3686,False,False,False,False,11554,707,0.31,0.13,0.74,0.06,1,35-49
chiquirodrguez,1037,49074,False,False,True,False,1848,20094,0.26,0.0,0.08,0.13,2,18-24
talleres_unidos,98,71,False,False,False,False,51,5,0.0,1.0,0.0,0.0,0,18-24
mililonzo1,1068,15169,False,False,False,False,1115,1297,0.5,0.03,0.05,1.87,2,18-24
andreurobuste,379,4877,False,False,False,False,363,773,3.41,0.35,0.21,0.14,0,25-34
12arielsosa,186,6510,False,False,False,False,1681,3857,0.51,0.16,0.21,0.22,1,25-34
lucorripio,1017,24406,False,False,False,False,1071,4877,0.0,0.0,0.0,1.0,0,18-24
santtimartinez5,85,119,False,False,False,False,1969,152,0.75,0.04,0.13,2.55,2,25-34
the_pelado,541,4143,False,False,False,False,396,596,0.81,0.39,0.26,0.2,1,25-34
joyfernandz,158,366,False,False,False,False,34,125,0.0,0.0,0.09,0.26,2,18-24
rosamariaartal,2764,213082,False,False,False,False,90651,8539,0.9,0.04,0.49,0.12,0,50-64
kareenhubscher,1104,28726,False,False,True,False,1679,3973,0.22,0.0,0.03,0.43,2,18-24
miilycosta_1,114,3185,False,True,True,False,226,705,0.1,0.05,0.12,0.77,2,10-17
juanmerodio,60,22693,False,False,False,False,101351,56,0.43,0.58,0.76,0.39,1,25-34
tamaracolmaan,954,61226,False,False,False,False,1136,4228,0.24,0.0,0.09,0.19,0,18-24
institutoui,18,468,False,False,False,False,50,2,0.09,0.25,0.89,0.33,0,18-24
orellanojuliana,442,51,False,False,False,False,11,249,2.01,0.14,0.0,0.91,2,18-24
javyyvarela,19503,54283,False,False,True,False,17731,16413,0.14,0.2,0.03,1.3,0,18-24
luzaranda00,239,5465,False,False,False,False,368,636,0.1,0.01,0.08,1.18,0,18-24
davidveracai,650,2686,False,False,False,False,113,33,0.03,0.01,0.03,0.09,1,25-34
caami_petullo,3497,11089,False,False,True,False,2960,6826,0.0,0.03,0.12,1.1,0,18-24
daianamln,1338,22129,False,False,True,False,1483,7673,0.28,0.0,0.01,0.22,2,18-24
vicoelgart,285,10694,False,False,False,False,452,3379,0.28,0.02,0.06,1.39,2,18-24
magaolalde1,263,21566,False,True,True,False,441,365,0.22,0.0,0.01,1.22,2,18-24
ulises_aubel,1211,30440,False,False,False,False,1154,11319,0.54,0.0,0.16,0.2,0,18-24
flowergirona,110,421,False,False,False,False,397,256,0.57,0.78,0.81,0.1,0,25-34
robertdelcap,430,13755,False,False,False,False,440,15469,0.29,0.08,0.21,1.06,1,18-24
mbelenfig,271,862,False,False,False,False,78,25,0.13,0.08,0.04,0.93,2,18-24
liilu_franco,1053,43004,False,False,True,False,1270,10235,0.25,0.0,0.18,0.16,0,10-17
faculiencres,662,25582,False,False,False,True,768,10539,0.38,0.01,0.14,0.05,1,18-24
mariiarana15,271,9458,False,False,False,False,284,1063,0.05,0.02,0.05,0.95,2,18-24
lucasparadi,467,20312,False,True,False,True,543,2319,0.51,0.01,0.03,0.23,0,18-24
shora,706,6730,False,False,False,False,5245,8,0.74,0.03,0.26,0.23,2,25-34
byimpactada,390,35811,False,False,False,False,472,1845,0.28,0.06,0.27,0.47,2,18-24
dosalmasunamor,2680,88229,False,False,False,False,3441,38626,0.33,0.12,0.27,0.24,1,18-24
anisan23,96,741,False,False,False,False,82,185,0.12,0.04,0.02,0.03,1,35-49
fabianparcerito,710,19938,False,False,False,True,895,4264,0.16,0.11,0.05,0.28,1,18-24
garciaaller,2443,13488,False,False,True,False,13344,9419,1.29,0.2,0.42,0.09,2,25-34
fabri_lares,437,10019,False,False,True,False,478,4009,0.19,0.02,0.07,0.51,2,18-24
aylengarialde,239,12059,False,False,False,False,448,10506,0.22,0.0,0.15,1.13,1,10-17
pilarroch,1524,2994,False,False,False,False,2358,474,1.4,0.34,0.45,0.09,2,35-49
camiacosta1891,630,5019,False,False,True,False,505,3254,0.68,0.02,0.06,0.49,0,18-24
mrtfernandez,1865,41044,False,False,False,False,129821,69689,1.12,0.07,0.17,0.05,2,35-49
diegolleo,32,308,False,False,False,False,259,25,0.58,0.27,0.29,0.11,1,25-34
florrmorales22,1040,6658,False,False,False,False,926,1744,0.19,0.01,0.01,0.49,2,18-24
aileenm87654749,177,194,False,False,True,False,34,47,0.0,0.0,0.03,0.99,0,10-17
victoriagalello,437,7855,False,False,False,False,475,1496,0.42,0.16,0.15,2.58,0,18-24
sssssharo,152,3395,False,False,False,False,84,1936,0.21,0.0,0.11,0.27,2,18-24
brian_matassa,168,19338,False,False,False,False,1033,4117,0.16,0.01,0.06,0.64,1,18-24
arangocoaching,2638,13895,False,False,False,False,5364,670,0.86,0.4,0.49,0.09,2,35-49
helenaresano,668,27794,False,False,True,False,84843,3238,0.3,0.07,0.2,0.11,2,35-49
florburelli,216,1348,False,False,False,False,130,388,0.12,0.29,0.02,1.05,2,18-24
martinaa051,460,2940,False,False,False,False,561,1652,0.0,0.0,0.0,1.04,0,10-17
marcosfontaine7,368,3700,False,False,False,False,121,4681,0.37,0.06,0.07,0.12,0,18-24
cami892,1161,11902,False,False,False,False,519,6178,0.12,0.02,0.05,1.07,0,10-17
elianacufre,1252,8116,False,False,False,False,1271,2979,0.39,0.04,0.0,1.21,0,18-24
zooerivas77,527,4291,False,False,False,False,449,677,0.14,0.02,0.22,1.17,1,18-24
nataliagomez_es,10984,5537,False,False,False,False,25736,34,0.57,0.5,0.82,0.11,2,35-49
david_carnicer,443,2145,False,False,False,False,666,71,0.12,0.0,1.07,0.24,0,35-49
rhmedia_es,124,2334,False,False,False,False,1330,72,0.89,0.25,0.74,0.13,0,35-49
mateofagundez,1378,19235,False,False,False,True,1520,14129,0.19,0.0,0.21,0.21,0,18-24
virgula,402,4191,False,False,False,False,1246,4,0.81,0.12,0.05,0.3,2,35-49
mikaa_mozzillo,813,61385,False,False,False,False,1586,8928,0.03,0.0,0.01,1.09,0,10-17
lu_leg_,662,16007,False,False,True,False,1232,10913,0.29,0.0,0.23,0.16,2,10-17
quintanaili,159,728,False,False,False,False,65,135,0.14,0.0,0.1,0.35,0,10-17
frannoe1986,723,48872,False,False,False,True,834,39487,0.24,0.46,0.23,0.04,0,25-34
yanella_salatto,15,18,False,False,False,False,3,44,0.44,0.06,0.06,2.56,1,10-17
agusvillaarreal,428,18979,False,False,True,True,770,5692,0.24,0.0,0.05,0.56,2,18-24
lularossi98,539,613,False,False,False,False,152,2976,0.24,0.21,0.17,1.59,2,10-17
jazminalaimo,56,1874,False,False,False,False,59,1244,0.26,0.01,0.0,0.47,2,18-24
zanoni_f,297,3822,False,False,False,False,429,1712,0.52,0.02,0.01,0.37,0,18-24
soleislas,362,41394,False,False,False,True,1602,5846,0.14,0.0,0.12,0.17,2,18-24
genegutierrez3,543,7453,False,False,False,False,712,908,0.28,0.03,0.0,0.35,2,18-24
cuervolobos,327,3447,False,False,False,False,329,971,0.41,0.14,0.03,0.22,2,18-24
franco98silva,344,7427,False,True,True,False,221,6247,0.9,0.47,0.11,0.78,0,18-24
camilalucchetti,924,20440,False,False,False,False,1406,2116,0.16,0.0,0.04,0.56,2,18-24
vickyycastorina,1667,52352,False,False,True,False,2036,34196,0.11,0.0,0.0,0.21,0,10-17
candepalacios1,550,17135,False,False,False,True,750,3422,0.06,0.0,0.01,0.99,0,10-17
roosii99,118,14462,False,False,False,True,1205,4464,0.07,0.04,0.06,2.49,0,18-24
valenvelez95,317,2005,False,False,False,False,57,5849,1.13,0.49,0.28,1.17,0,10-17
valentinademarc,2435,59544,False,False,False,True,2162,23813,0.38,0.04,0.14,0.31,1,10-17
acliment,196,708,False,False,False,False,353,57,0.26,0.03,0.14,0.16,1,35-49
h_torres,532,6138,False,False,False,False,210,205,0.55,0.14,0.09,0.05,1,18-24
gourmetkalimnos,526,57,False,False,False,False,55,15,0.83,1.85,0.54,1.05,0,18-24
maitefinch,4583,29983,False,False,False,False,4891,5914,0.7,0.83,0.65,0.39,2,35-49
energica,1210,7220,False,False,False,False,2486,2775,0.91,0.18,0.27,0.13,2,25-34
selenebasualdo,2367,2306,False,False,False,True,1658,6442,0.52,0.05,0.17,1.69,0,18-24
hacheromero,2640,54004,False,False,False,False,3219,15170,0.95,0.07,0.52,0.16,1,35-49
barbicaparros,225,14598,False,False,True,False,358,2569,0.07,0.04,0.04,0.24,2,18-24
ytzvan,653,67287,False,False,False,False,2002,1745,0.78,0.09,0.19,0.37,1,18-24
ezequielreal10,659,190,False,False,False,False,262,1611,0.0,0.04,0.0,2.05,0,10-17
nicoplaza57,236,1105,False,False,False,False,136,693,0.36,0.22,0.05,0.12,1,18-24
roomiflores_,4718,37951,False,False,True,False,5020,15671,0.05,0.02,0.13,0.48,0,18-24
celenelaah,443,2258,False,False,False,False,95,883,0.08,0.03,0.27,0.14,0,18-24
camilaaimem,602,12423,False,False,False,False,575,1090,0.16,0.03,0.22,0.35,2,10-17
stagno_chiara,247,509,False,False,False,True,151,284,0.6,0.0,0.02,0.29,2,18-24
totomayora,468,33366,False,False,False,True,713,4499,0.3,0.0,0.06,0.26,1,18-24
stradaagustin,650,14717,False,True,True,False,875,2949,0.16,0.0,0.1,0.25,0,18-24
evacolladoduran,17616,93154,False,False,False,False,73828,12403,1.96,1.34,0.71,0.32,2,35-49
brianinsuacjs,6729,34570,False,False,True,False,8004,9537,0.16,0.01,0.07,0.44,1,18-24
diegodlucia,1607,30113,False,False,False,True,13013,4278,0.86,0.12,0.38,0.99,0,10-17
caamilachaparro,1559,33525,False,False,False,False,2990,15112,0.56,0.0,0.11,0.74,2,18-24
fedeabatangelo,833,39770,False,True,True,True,1529,10812,0.43,0.0,0.07,0.08,0,18-24
rocioloscalzo,1648,84,False,False,False,False,592,42,0.32,0.09,0.0,0.03,2,18-24
08brunook,1285,53485,False,False,False,False,1354,19779,0.5,0.15,0.14,1.62,1,18-24
prodigy_man,2129,9443,False,False,False,False,572,20,0.06,0.23,0.84,0.06,1,35-49
matiasnicolet,736,8442,False,False,False,False,376,12,0.33,0.45,0.19,0.05,0,35-49
juanant_galindo,4755,12856,False,False,False,False,8990,370,0.73,0.27,0.73,0.1,1,35-49
beltran_lola,213,1059,False,False,False,False,312,30,0.33,0.46,0.89,0.21,2,18-24
rafaeladaniela6,152,18,False,False,False,False,25,400,0.08,0.0,0.0,0.23,0,10-17
lucasattadio123,922,23772,False,False,False,False,885,1099,0.03,0.01,0.01,0.83,1,10-17
elianamartin8,712,67743,False,False,False,False,1348,838,0.27,0.0,0.07,0.69,2,18-24
delfiiarballook,314,224,False,False,False,True,70,11,0.03,0.04,0.24,0.63,2,10-17
franvalenzuela2,126,107,False,False,True,False,30,191,0.09,0.0,0.02,0.26,0,10-17
natanahelcndf,2170,32335,False,False,False,False,2137,4792,0.04,0.0,0.11,0.28,0,18-24
lucasilva016,541,19277,False,True,True,False,1240,2545,0.04,0.0,0.01,0.23,1,10-17
aguscap98,27,83221,False,False,False,False,1926,3768,0.12,0.0,0.1,0.35,1,18-24
paoalepadilla,488,10194,False,False,False,False,434,4093,3.41,1.0,0.02,0.33,2,18-24
tami_lr1,685,75696,False,False,False,False,1153,11957,0.26,0.03,0.09,0.06,0,18-24
bengochea_sb,412,10206,False,False,False,False,932,1127,0.25,0.09,0.52,0.06,0,50-64
anablanco_tve,73,204,False,False,False,False,118668,1,0.23,0.6,0.11,0.07,2,50-64
puchoacuarp,1115,54945,False,True,True,False,1265,5973,0.14,0.0,0.03,0.26,0,18-24
meliijiji,1958,74551,False,False,False,False,2823,15335,0.19,0.01,0.17,0.58,2,18-24
agusmansilla17,133,1891,False,False,True,False,129,179,0.03,0.0,0.01,0.04,2,18-24
valenclem,458,19756,False,False,False,False,670,3583,0.56,0.23,0.14,2.19,2,18-24
perezreverte,889,31011,False,False,False,False,1899594,0,1.18,0.0,0.2,0.02,1,50-64
haydeefachelli,46,35,False,False,False,False,25,64,1.44,0.0,0.22,0.0,0,25-34
qacgonzalo,509,10197,False,False,False,False,275,3529,0.42,0.01,0.04,0.09,1,18-24
brunopintom,1626,24088,False,True,True,False,791,9904,0.42,0.08,0.05,0.46,0,18-24
nicoolemagali,1058,9466,False,False,False,False,1139,8983,0.18,0.0,0.12,0.69,2,18-24
juanmusumeci07,887,48429,False,False,True,False,1318,8554,0.24,0.01,0.03,0.11,1,10-17
sebalm12,804,1677,False,True,False,False,641,4230,0.31,0.09,0.04,1.06,0,18-24
jona_garciaa,271,8208,False,False,True,False,374,1890,0.18,0.02,0.02,0.35,1,18-24
dianamateos10,830,22982,False,False,False,True,965,3114,0.07,0.0,0.02,0.62,0,10-17
iaanerik,360,15633,False,False,False,False,401,4300,0.32,0.04,0.04,0.15,1,18-24
matyasnicolas98,495,4165,False,True,True,True,209,1810,0.14,0.03,0.18,0.72,1,18-24
jorvilares,621,14613,False,False,False,True,718,2826,0.32,0.01,0.1,0.86,2,18-24
juantorreslopez,1760,10072,False,False,False,False,53485,1329,0.91,0.02,0.46,0.04,0,50-64
lulipalomeque1,50,208,False,False,False,False,52,941,0.57,0.3,0.16,0.89,0,10-17
webempresa20,5843,26225,False,False,False,False,20595,1477,0.12,0.01,0.95,0.1,2,50-64
tomiisilvestre,482,5507,False,True,False,False,154,1824,0.26,0.01,0.15,0.42,1,10-17
lnahuelfb,833,42074,False,False,True,False,1157,24098,0.37,0.0,0.18,0.05,1,18-24
_sofi_41,547,13473,False,False,False,False,1242,7635,0.15,0.0,0.02,0.73,2,10-17
anttomartina,71,558,False,False,False,False,26,242,0.07,0.0,0.52,1.02,0,18-24
luucabreraok,263,2781,False,False,False,False,191,577,0.08,0.02,0.19,0.3,0,18-24
valeacevedo98,3084,15931,False,False,False,True,2908,18705,0.05,0.04,0.01,0.71,1,18-24
camilaceleste96,183,6224,False,False,False,False,147,3847,0.17,0.01,0.01,0.35,2,18-24
chrispysny,487,41315,False,False,False,True,647,6414,0.19,0.0,0.26,0.29,1,18-24
lucrerusa2,398,2692,False,False,False,False,602,3395,0.24,0.05,0.05,0.96,0,10-17
crisfigueroa00,790,35657,False,False,True,False,1017,16113,0.44,0.0,0.0,0.07,0,10-17
titatorro,355,5910,False,False,False,False,10654,5687,1.13,0.1,0.02,0.94,0,18-24
meluu58,254,4605,False,False,False,False,237,1657,0.57,0.51,0.18,1.46,1,10-17
ana__soto,1159,15151,False,False,False,True,1375,21929,0.42,0.0,0.07,0.98,0,10-17
francmessineo,1123,31658,False,False,True,False,1806,5487,0.27,0.01,0.1,0.19,1,18-24
solemi245,219,14172,False,False,False,False,383,2713,0.16,0.02,0.08,1.03,1,10-17
denumalsam,264,3208,False,False,False,False,320,6926,0.33,0.08,0.12,0.76,0,10-17
elnegrobriann,168,12455,False,False,False,False,1469,5249,0.67,0.0,0.14,0.23,0,18-24
juliroldan_,551,20585,False,False,True,False,367,9993,0.19,0.0,0.09,0.55,0,10-17
ruthy_yucra,110,193,False,False,False,False,32,83,0.09,0.02,0.67,0.55,0,10-17
bekernanni,1835,21978,False,False,False,False,3441,35575,0.17,0.0,0.16,0.35,2,18-24
vanes3996,295,13463,False,False,False,True,358,480,0.09,0.11,0.01,0.1,0,18-24
ncampos,1789,7606,False,False,False,False,1837,7,0.82,0.3,0.08,0.03,1,35-49
carlosbecler,33,79,False,False,False,False,49,9,0.91,0.37,0.06,0.04,0,18-24
laltezor,1621,15362,False,False,False,False,481,7049,2.48,0.06,0.18,0.05,0,50-64
celeste0234,2837,29223,False,False,False,True,2522,21423,0.24,0.03,0.07,1.94,2,18-24
jalguerrero,534,10923,False,False,False,False,3915,0,2.86,0.0,0.94,0.04,1,50-64
joaking_ok,361,106,False,True,True,False,46,52,0.0,0.0,0.0,1.73,1,10-17
eveehanahi,1511,45905,False,True,True,False,2638,23713,0.21,0.03,0.07,1.21,2,18-24
delfibruzzone,2169,15772,False,True,True,False,1148,4312,0.43,0.04,0.05,0.85,2,18-24
gabyscarpato,393,22903,False,False,False,False,190,2204,1.71,0.03,0.0,0.04,0,18-24
aliciapomares,6789,30752,False,False,False,False,25060,14819,1.55,0.6,0.61,0.6,2,35-49
micaperk,1278,20808,False,False,True,False,1149,3615,0.08,0.01,0.12,0.94,2,18-24
granero,162,7363,False,False,False,False,233,634,0.29,0.16,0.35,0.11,0,35-49
yanymombelli04,4999,17474,False,False,False,False,688,17025,2.83,0.38,0.14,2.33,0,25-34
elritual,1127,20853,False,False,False,False,1969,3377,1.89,1.27,0.29,0.73,0,18-24
bica199,410,7937,False,False,False,False,438,3047,0.14,0.02,0.07,0.69,1,18-24
agoosbusso,1253,6229,False,False,False,False,590,3383,0.0,0.0,0.0,1.0,2,18-24
gastialmeyra,143,24570,False,False,False,True,261,5212,0.48,0.06,0.02,0.24,1,18-24
lulypeteanc,708,20650,False,False,False,False,843,2427,0.4,0.13,0.04,1.12,2,18-24
rrebolledo,880,3622,False,False,False,False,908,2517,0.82,0.64,0.84,0.06,2,25-34
horaciodesauce,82,268,False,False,False,False,72,260,0.49,0.0,0.23,0.15,1,50-64
trinicorbetto,149,22126,False,False,False,False,697,5702,0.32,0.01,0.05,1.47,0,18-24
paurey8,703,16553,False,True,True,False,868,6281,0.44,0.0,0.15,1.06,1,10-17
totozaracho,848,219,False,False,False,False,116,761,0.5,0.19,0.35,0.63,0,25-34
chrisguevarauy,2206,260,False,False,False,False,1118,932,1.64,0.24,0.05,0.85,1,18-24
vicky_larrosa1,647,10242,False,True,True,True,385,1712,0.09,0.0,0.05,1.5,2,18-24
ffjorgeramirez,369,452,False,False,False,False,157,526,0.15,0.87,0.77,0.05,1,35-49
ludtaborda,348,2600,False,False,False,False,170,313,0.27,0.19,0.02,0.43,2,25-34
nahuelpetto,943,45004,False,False,False,False,1105,9068,0.57,0.0,0.07,0.38,1,18-24
_micachirinoo,350,34094,False,False,True,False,404,17130,0.23,0.03,0.29,0.93,2,18-24
oscargcervella,821,7160,False,False,False,False,421,612,0.09,1.21,0.92,0.06,1,35-49
cabj_ayrton,1007,37181,False,False,False,True,1092,12430,0.06,0.0,0.06,0.28,2,10-17
brianramirez98,824,4229,False,False,False,False,493,552,0.07,0.11,0.22,0.35,1,18-24
nahuelbaldoma,240,3109,False,False,False,False,511,1218,0.56,0.12,0.16,0.36,0,10-17
jorge_stereo,1459,20870,False,False,True,False,1114,6691,0.14,0.18,0.23,0.03,0,18-24
miliicar_26,776,2619,False,True,True,False,692,1652,0.03,0.23,0.15,0.97,2,18-24
oliveramatias96,34,42,False,False,False,False,9,9,0.04,0.07,0.11,1.23,1,18-24
juan_bagnasco,316,32172,False,False,False,False,327,4030,0.21,0.01,0.19,0.03,1,10-17
lujisard,265,5542,False,False,False,False,462,6147,0.33,0.01,0.07,1.18,0,10-17
luciaide93,520,4689,False,False,False,False,711,4860,0.71,0.0,0.02,0.25,2,18-24
paulaavanzini,1186,24104,False,True,False,False,1439,5629,0.47,0.01,0.1,1.3,0,18-24
eveforteeve,179,778,False,False,False,False,138,3257,1.02,0.09,0.08,0.62,0,18-24
marudelutis,2401,45867,False,False,False,False,3118,1289,0.09,0.01,0.18,0.43,0,10-17
carlosguadian,2143,32353,False,False,False,False,9978,190,2.16,1.86,0.95,0.16,1,35-49
susana_scala,388,2017,False,False,False,False,347,1493,0.45,0.22,0.03,0.45,2,18-24
luislopezcuenca,461,4904,False,False,False,False,1432,1142,1.3,0.75,0.43,0.45,1,25-34
faquh_xeneize,861,8565,False,False,False,False,276,5624,0.28,0.09,0.17,0.05,0,10-17
maarlendepetri,635,21115,False,False,True,False,1639,16953,0.21,0.01,0.03,0.48,0,25-34
navy_tincho,2086,1661,False,False,False,False,259,13954,0.66,0.4,0.15,1.42,0,18-24
melo_snowflake,254,11508,False,False,True,False,362,9947,0.38,0.18,0.22,0.27,0,18-24
duartenahuee,452,7302,False,False,True,False,448,1608,0.03,0.0,0.01,0.26,0,18-24
acedotor,16825,110185,False,False,False,False,15950,13848,2.46,1.62,0.76,0.05,1,50-64
terevazquez_12,357,30930,False,True,False,True,591,2696,0.07,0.02,0.15,1.71,2,18-24
kenshin23,925,16993,False,False,False,False,816,211,0.38,0.14,0.13,0.06,1,25-34
lauubigoni,271,18568,False,True,True,False,370,1691,0.46,0.01,0.04,0.2,2,18-24
elviralindo,226,1887,False,False,False,False,235937,523,0.6,0.18,0.58,0.06,2,50-64
elezeb,784,460,False,False,True,False,285,189,0.25,0.03,0.02,0.45,0,18-24
acoronadoc,215,12554,False,False,False,False,778,457,0.22,0.47,0.5,0.19,1,35-49
mariupaolini,578,1705,False,False,False,False,720,215,0.68,0.33,0.05,0.46,2,25-34
mauro_pavesse,462,31882,False,False,False,False,664,16310,0.36,0.02,0.23,1.38,0,10-17
nancyblanchar17,298,263,False,False,False,False,38,12,0.84,0.0,0.03,0.03,2,35-49
juancarcubeiro,3094,25310,False,False,False,False,13996,1947,1.31,1.14,0.77,0.1,1,50-64
mikaag_smile,2784,66189,False,False,False,False,2342,71480,0.23,0.0,0.02,1.13,0,18-24
joaco_romillo,570,6777,False,False,False,False,848,5215,0.1,0.0,0.08,0.25,0,18-24
leanelprooyt,30,40,False,False,False,False,10,144,0.63,0.0,0.5,0.22,1,10-17
ramirofortea,99,954,False,False,False,False,110,27,0.3,0.33,0.69,0.08,1,35-49
micagamer23,333,226,False,False,False,False,72,464,1.16,0.0,0.0,1.0,0,10-17
nachodiodato,388,12246,False,False,False,False,402,2627,0.29,0.0,0.03,0.15,1,18-24
ludfdz102,193,4195,False,False,False,False,190,4066,0.2,0.0,0.04,0.82,0,10-17
maufernandez7,539,7912,False,True,False,True,539,4933,0.22,0.03,0.08,0.41,0,18-24
fgd_98,922,2177,False,False,False,False,774,386,0.21,0.04,0.01,0.3,1,18-24
sebascalabro,189,5578,False,False,False,False,208,846,0.25,0.01,0.02,0.19,1,18-24
matiaspguzzo,46,948,False,False,False,False,18,56,0.04,0.09,0.74,0.09,0,25-34
paonesti,190,12570,False,False,False,True,2645,5270,0.13,0.02,0.13,0.17,0,18-24
lespindola,620,15588,False,False,False,False,653,4614,0.15,0.01,0.01,0.86,0,18-24
globalbrand_,2498,7020,False,False,False,False,2252,172,0.26,0.03,0.92,0.06,0,35-49
ginesalarcon,392,5850,False,False,False,False,935,1406,0.61,0.1,0.52,0.06,1,35-49
carburandotv,751,61056,False,False,False,False,73834,807,0.65,2.17,0.7,0.95,0,50-64
javiersalinas00,1115,19971,False,False,False,False,846,43,0.29,0.2,0.44,0.03,1,25-34
laraschiel,643,6366,False,False,False,False,1099,2401,0.0,0.01,0.04,1.18,0,10-17
ordonezrj,394,7313,False,False,False,False,147,5016,1.3,0.01,0.18,0.02,1,25-34
gabiplanas_rrhh,2523,1950,False,False,False,False,1641,1609,0.96,1.64,0.46,0.11,2,35-49
nahir_intorre,969,15996,False,False,False,False,307,3667,0.05,0.0,0.01,0.53,2,18-24
revistahipismo,196,203,False,False,False,False,152,0,0.0,0.0,0.01,0.16,0,10-17
ezetesta13,682,16743,False,False,True,False,311,2714,0.41,0.1,0.12,0.18,1,18-24
dalilatrotti,384,7821,False,False,False,False,615,3506,0.33,0.0,0.21,0.58,0,18-24
fedepellegrini_,634,4361,False,False,False,False,2274,3172,0.51,0.8,0.29,0.46,1,25-34
belenboville,477,584,False,False,False,True,593,41,0.76,0.1,0.5,0.04,2,50-64
emi_andes,259,14083,False,False,True,False,265,10832,0.19,0.0,0.0,0.24,1,18-24
naachoherrera1,866,17701,False,False,False,False,993,3947,0.43,0.01,0.03,0.25,1,18-24
ivan_izqy,1143,19918,False,False,False,False,1409,5134,0.0,0.0,0.0,1.0,0,18-24
neri_oriana,345,18074,False,False,False,False,378,1853,0.17,0.0,0.14,0.81,2,18-24
adrialba97,662,11426,False,False,False,False,710,1249,0.13,0.14,0.06,0.79,0,18-24
axelfansmfet,1217,36057,False,False,False,True,7011,2977,1.52,1.5,0.61,1.75,0,10-17
pinillamauri,2228,11303,False,False,False,False,3546,15881,0.34,0.09,0.03,0.58,0,25-34
coty_gastaldo,747,37789,False,False,False,True,1440,1996,0.35,0.0,0.07,0.44,2,18-24
